#TYPE Selected.System.Diagnostics.EventLogEntry
"TimeGenerated","EntryType","Source","Message"
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:28:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:28:11 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:28:11 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:23:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:18:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:18:00 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:18:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:18:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:18:00 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:12:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:07:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:07:49 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:02:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:02:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:02:45 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:02:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:02:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:02:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 8:02:43 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 8:02:43 AM","Information","Windows Error Reporting","Fault bucket 1886362549406489393, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: powershell.exe
P2: 10.0.19041.546
P3: 10.0.19042.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\paynek\AppData\Local\Temp\RDR7242.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7262.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7292.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER72CE.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER733D.tmp.txt

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 2a7fe8d4-7664-41c6-8bd1-774ab6d2732d
Report Status: 268435456
Hashed bucket: 069717ca4d2ca5245a2db4be8af95b31
Cab Guid: 0"
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:57:38 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:52:33 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:52:33 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:52:33 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:52:33 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:52:33 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:52:33 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:52:32 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:47:27 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 7:42:21 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
